license,company,county,city,zip,phone,classes,role,market
1060796,EFREN ARROYO,Los Angeles,ARLETA,91331,(818) 321 1127,B,buyer_GC,LA
1060797,APLICANO CONSTRUCTION INC,Los Angeles,WALNUT,91789,(323) 382 9677,B,buyer_GC,LA
1060829,MARIO A FREEMAN,Los Angeles,SHERMAN OAKS,91403,(818) 424 8530,B,buyer_GC,LA
1060849,JORGE LUIS GOMEZ,Los Angeles,LONG BEACH,90815,(562) 824 6235,B,buyer_GC,LA
1060870,FARES MARCHA,Los Angeles,GLENDORA,91740,(626) 804 0081,B,buyer_GC,LA
1060871,HONGMING CONSTRUCTION,Los Angeles,ARCADIA,91006,(909) 304 4007,B,buyer_GC,LA
1060880,PEDRO CRUZ SANCHEZ,Los Angeles,RESEDA,91335,(818) 535 7212,B,buyer_GC,LA
1060902,MATTE BLACK CONSTRUCTION INC,Los Angeles,MANHATTAN BEACH,90266,(310) 913 2484,B,buyer_GC,LA
1060906,ACE GENERAL CONSTRUCTION,Los Angeles,SUN VALLEY,91352,(818) 223 3366,B|C21|C27,buyer_GC,LA
1060913,CALIFORNIA MULTIHOUSING SERVICES INC,Alameda,UNION CITY,94587,(510) 850 7393,B,buyer_GC,SF_BAY
1060919,MODERN WORKS INC,Los Angeles,STUDIO CITY,91604,(818) 388 3129,B,buyer_GC,LA
1060933,QUALITY CHOICE CONSTRUCTION AND PAINTING,Alameda,SAN LEANDRO,94577,(510) 692 2789,B|C33,buyer_GC+partner,SF_BAY
1060945,ALLSTATE GOLD CONSTRUCTION,Los Angeles,WEST COVINA,91791,(626) 267 4458,B,buyer_GC,LA
1060946,WALL TO WALL PAINTING,Alameda,HAYWARD,94544,(510) 825 6210,B-2|C33,partner,SF_BAY
1060949,FERSA PLASTERING INC,Los Angeles,PALMDALE,93552,(818) 802 4353,C35,partner,LA
1060953,JULIO CESAR GARCIA HERNANDEZ,Los Angeles,ALHAMBRA,91801,(323) 321 5231,B|C-9,buyer_GC,LA
1060965,ONE TOUCH PAINTING INC,Los Angeles,ARLETA,91331,(818) 388 3367,C33,partner,LA
1060967,ALL DAMAGE RESTORATION,Los Angeles,TUJUNGA,91042,(818) 730 0051,B,buyer_GC,LA
1060979,GORDILLO CONSTRUCTION INC,Alameda,SAN LORENZO,94580,(510) 427 5178,B,buyer_GC,SF_BAY
1060984,SURFACETOPIA STONE COUNTERTOPS & TILE,San Mateo,SAN MATEO,94402,(650) 464 4543,C54,partner,SF_BAY
1060989,ELEVATED CONSTRUCTION SERVICES LLC,Alameda,FREMONT,94538,(510) 270 4540,B|D34,buyer_GC,SF_BAY
1061003,OTONIEL SANDOVAL,Los Angeles,LONG BEACH,90805,(310) 940 3202,B,buyer_GC,LA
1061009,FRANCISCO JAVIER ESPINOZA JR,Los Angeles,POMONA,91768,(323) 636 4526,B,buyer_GC,LA
1061024,NORMAN TEJEDA,Los Angeles,BALDWIN PARK,91706,(626) 206 7574,B,buyer_GC,LA
1061028,G D L PAINTERS INC,Los Angeles,LITTLEROCK,93543,(661) 839 6016,C33,partner,LA
1061034,DAVID LEE HANOVER JR,Los Angeles,AGOURA HILLS,91301,(323) 791 7755,B,buyer_GC,LA
1061040,L3 CONSTRUCTION INC,Los Angeles,PASADENA,91103,(626) 314 4876,B,buyer_GC,LA
1061041,L J PRIME BUILDERS INC,Los Angeles,NORTH HILLS,91343,(818) 636 2559,B,buyer_GC,LA
1061045,P SILVA CONSTRUCTION INC,Los Angeles,RESEDA,91335,(626) 524 8036,B,buyer_GC,LA
1061053,CLASSIC INNOVATION,San Mateo,BELMONT,94002,(408) 340 0826,C54,partner,SF_BAY
1061058,BRETT SILVA MADDEN,Los Angeles,REDONDO BEACH,90278,(310) 947 1519,B,buyer_GC,LA
1061073,MARK J MATKINS,Los Angeles,PACIFIC PALISADES,90272,(310) 968 4142,B,buyer_GC,LA
1061087,BLUESTAR DEVELOPMENT CO,Alameda,FREMONT,945380124,(408) 667 0539,B|C27,buyer_GC,SF_BAY
1061100,IT'S FINISH GC INC,Los Angeles,RESEDA,91335,(818) 921 5826,B,buyer_GC,LA
1061104,CAL WEST CONTRACTING INC,Los Angeles,SYLMAR,91392,(213) 216 4255,B,buyer_GC,LA
1061118,LA HOME CONSTRUCTION,Los Angeles,BEVERLY HILLS,90210,(310) 935 8385,B,buyer_GC,LA
1061128,E Z ELECTRIC,Los Angeles,SUN VALLEY,91352,(818) 220 2038,B|C10,buyer_GC,LA
1061134,NEO BUILDERS INC,Los Angeles,NORTH HOLLYWOOD,91606,(818) 441 8424,B,buyer_GC,LA
1061170,GOLD COAST CONSTRUCTION,Los Angeles,BEVERLY HILLS,90212,(310) 592 2122,B,buyer_GC,LA
1061171,SI ENERGY,Los Angeles,NORTH HOLLYWOOD,91605,(818) 599 9788,B|C10,buyer_GC,LA
1061179,NBAY CONSTRUCTION & REMODELING INC,San Francisco,SAN FRANCISCO,94132,(415) 341 7285,B,buyer_GC,SF_BAY
1061197,EDWIN'S RENOVATION CONSULTING,Los Angeles,GLENDALE,91201,(818) 669 9466,B,buyer_GC,LA
1061199,CAL FUTURE CONSTRUCTION INC,Los Angeles,LOS ANGELES,90006,(213) 551 5136,B,buyer_GC,LA
1061209,BRIAN SMITH,Los Angeles,QUARTZ HILL,93536,(661) 406 1346,B,buyer_GC,LA
1061225,CICCONE DESIGN BUILD WORKS,Los Angeles,LOS ANGELES,90064,(323) 899 9262,B,buyer_GC,LA
1061251,BENITEZ BUILDER,Alameda,CASTRO VALLEY,94546,(925) 351 4899,B,buyer_GC,SF_BAY
1061257,LEGION CONTRACTORS INC DBA LEGION BUILDERS GROUP,Los Angeles,LOS ANGELES,90071,(310) 740 6640,A|B|C15|C27|C36|D12|D34,buyer_GC+partner,LA
1061258,GLC CAPITAL GROUP INC DBA GLC GROUP CONSTRUCTION,Los Angeles,WALNUT,91789,(626) 347 5615,B,buyer_GC,LA
1061288,R G E CONSTRUCTION,Los Angeles,DOWNEY,90241,(562) 419 9604,B,buyer_GC,LA
1061309,ONMARK BUILDERS,Los Angeles,VALLEY VILLAGE,91607,(347) 753 1733,B,buyer_GC,LA
1061315,CORCIO ENTERPRISE,Los Angeles,PICO RIVERA,90660,(562) 818 8688,B,buyer_GC,LA
1061320,NEXTDOOR CONSTRUCTION AND REMODELING INC,Los Angeles,TARZANA,91356,(818) 208 1872,B,buyer_GC,LA
1061333,SLIGHTLY STRAIGHT STUD CONSTRUCTION,Alameda,OAKLAND,94607,(707) 360 7785,B,buyer_GC,SF_BAY
1061340,SEON JOO NA,Los Angeles,LOS ANGELES,90010,(858) 414 1156,B,buyer_GC,LA
1061376,R C I INNOVATION GROUP INC,Los Angeles,LOS ANGELES,90039,(323) 200 9360,B|C-9|C35|C43,buyer_GC+partner,LA
1061398,REVIVAL RENOVATIONS INC,Los Angeles,LAKEWOOD,90712,(714) 497 0157,B,buyer_GC,LA
1061403,SEUNG JE HEO,Los Angeles,CERRITOS,90703,(562) 413 8377,B,buyer_GC,LA
1061404,A & A PLASTER MASTERS CORP,Los Angeles,VAN NUYS,91406,(323) 441 3742,C35,partner,LA
1061407,IMPERIAL GENERAL BUILDING INC,Los Angeles,LOS ANGELES,90037,(323) 459 2822,B,buyer_GC,LA
1061427,VOSTANK MALEKIAN,Los Angeles,BURBANK,91501,(818) 425 1080,B,buyer_GC,LA
1061441,ALLIANT CONSTRUCTION SERVICES INC,Los Angeles,DIAMOND BAR,91765,(818) 612 8200,B,buyer_GC,LA
1061451,BENAVIDES BUILDERS INC,Los Angeles,LEONA VALLEY,93551,(661) 270 9000,B,buyer_GC,LA
1061452,SPERLING GROUP INC,Los Angeles,LOS ANGELES,90049,(310) 488 0230,B,buyer_GC,LA
1061467,VIEIRA FIRM CONSTRUCTION & DESIGN,San Mateo,SOUTH SAN FRANCISCO,94080,(415) 670 0661,A|B,buyer_GC,SF_BAY
1061486,I Q TILE INC,Los Angeles,LOS ANGELES,90002,(310) 946 9437,C54,partner,LA
1061498,SUCASA GENERAL BUILDING INC,Los Angeles,WEST COVINA,91792,(626) 488 8824,B,buyer_GC,LA
1061499,BUILDMORE CONSTRUCTION & REMODELING,Los Angeles,TARZANA,91356,(323) 392 4186,B,buyer_GC,LA
1061500,MEI HE CORPORATION,Los Angeles,ROSEMEAD,91770,(310) 908 9918,B,buyer_GC,LA
1061501,FINISHING EXPERTS INC DBA COATING FINISHES,Los Angeles,WALNUT,91789,(626) 282 3986,C33,partner,LA
1061506,CERAMIC & TILE COUNTERTOPS,San Mateo,SAN MATEO,94403,(650) 924 3474,C54,partner,SF_BAY
1061509,SB CONSTRUCTION & REMODELING INC,Los Angeles,LOS ANGELES,90028,(818) 600 6596,B,buyer_GC,LA
1061513,BAMBU CONSTRUCTION INC,Los Angeles,AGOURA HILLS,91301,(818) 889 6046,A|B,buyer_GC,LA
1061537,SPIERS & SONS INC,San Mateo,SAN BRUNO,94066,(415) 713 7203,B,buyer_GC,SF_BAY
1061556,KW PACIFIC CONSTRUCTION COMPANY,Alameda,UNION CITY,94587,(510) 458 1177,B,buyer_GC,SF_BAY
1061561,RELATED CALIFORNIA CONSTRUCTION LLC,San Francisco,SAN FRANCISCO,94104,(415) 677 9000,B,buyer_GC,SF_BAY
1061563,WEBCOR CRAFT L P,Alameda,ALAMEDA,94501,(510) 748 1900,B|C-6|C-8|C-9,buyer_GC,SF_BAY
1061583,DARREN HUANG CONSTRUCTION,Alameda,SAN LEANDRO,94578,(415) 722 8273,B,buyer_GC,SF_BAY
1061588,KIM KEENER,Los Angeles,CANYON COUNTRY,91351,(661) 816 4348,C54,partner,LA
1061598,KV CONSTRUCTION 1 INC,Los Angeles,VAN NUYS,91401,(480) 277 9568,B,buyer_GC,LA
1061601,KEYSTONE CONSTRUCTION & HOME IMPROVEMENT,Los Angeles,LA HABRA HEIGHTS,90631,(562) 307 6913,B,buyer_GC,LA
1061610,LUNA R E CORP,Los Angeles,WHITTIER,90601,(626) 272 9662,B,buyer_GC,LA
1061619,REALCO HOME REMODELING,Los Angeles,WEST HILLS,91307,(818) 633 1056,B,buyer_GC,LA
1061625,PREMIUM AIR SYSTEMS,Los Angeles,CHATSWORTH,91311,(818) 627 0664,B|C20,buyer_GC,LA
1061631,FRABASAFUS CONSTRUCTION,Alameda,OAKLAND,94601,(510) 712 3211,B,buyer_GC,SF_BAY
1061635,RENOVATION & PAINTING MASTERS INC DBA RENOVATION CONSTRUCTION,Los Angeles,PACOIMA,91331,(818) 822 2466,B,buyer_GC,LA
1061636,REDONDO FLOORING & DESIGN INC,Los Angeles,TORRANCE,90504,(323) 787 6955,C15,partner,LA
1061638,WALKER CONSTRUCTION AND DESIGN LLC,Los Angeles,CALABASAS,91302,(808) 989 2899,B|C54,buyer_GC+partner,LA
1061656,MAYEN BUILDERS INC,San Mateo,REDWOOD CITY,94063,(650) 931 5376,B,buyer_GC,SF_BAY
1061659,L J DESIGN FLOORING,Los Angeles,HAWTHORNE,90250,(310) 913 9951,C15,partner,LA
1061660,ADC78 DEVELOPMENT INC,Los Angeles,ARCADIA,91006,(626) 559 5688,B,buyer_GC,LA
1061665,ADA BUILDERS INC,Los Angeles,LOS ANGELES,90035,(818) 930 6327,B,buyer_GC,LA
1061672,MAGNO'S CONSTRUCTION SERVICES,Alameda,SAN LEANDRO,94578,(510) 921 4714,B,buyer_GC,SF_BAY
1061695,DEVINE HOME BUILDING & REMODELING INC,Los Angeles,GARDENA,90249,(310) 849 4826,B,buyer_GC,LA
1061700,REDS GENERAL CONSTRUCTION INC,Los Angeles,WEST COVINA,91791,(323) 447 3782,A|B,buyer_GC,LA
1061704,CERVUS INC DBA CERVUS CONSTRUCTION,Los Angeles,CANYON COUNTRY,91351,(661) 494 6600,B,buyer_GC,LA
1061716,AE MODERN BUILDERS INC,Los Angeles,BURBANK,91506,(626) 705 7379,B,buyer_GC,LA
1061723,TOPANGA COMMERCIAL CONSTRUCTION,Los Angeles,VAN NUYS,91406,(818) 807 8890,B,buyer_GC,LA
1061725,GREEN OAK BUILDERS INC,San Francisco,SAN FRANCISCO,94103,(510) 928 7888,B,buyer_GC,SF_BAY
1061728,BROOKE RICHARDS,Los Angeles,SOUTH PASADENA,91030,(626) 590 4897,B,buyer_GC,LA
1061731,BUILDWRIGHT CONSTRUCTION INC,Los Angeles,VAN NUYS,91401,(424) 444 4140,B,buyer_GC,LA
1061743,I8E GENREAL CONTRACTOR AND FLOORING,Los Angeles,LOS ANGELES,90029,(661) 378 5204,B|C15,buyer_GC+partner,LA
1061763,TARAPACA CONSTRUCTION INC,Los Angeles,SAN MARINO,91108,(424) 218 9997,B,buyer_GC,LA
1061778,CONSTRUCTION SERVICES CONTRACTING COMPANY,Los Angeles,CALABASAS,91302,(310) 266 6959,B,buyer_GC,LA
1061782,ARMANDO FLOORS,Alameda,OAKLAND,94603,(510) 390 1583,C15,partner,SF_BAY
1061796,L A BUILD CONCEPTS,Los Angeles,LOS ANGELES,90065,(323) 816 2853,B,buyer_GC,LA
1061802,VANA BUILDERS INC,Los Angeles,GLENDALE,91201,(818) 929 4782,B,buyer_GC,LA
1061811,TRILOGY COATINGS INC,Los Angeles,NORTH HOLLYWOOD,91605,(818) 747 0988,C33,partner,LA
1061815,LUDIS INC,Los Angeles,ALHAMBRA,91801,(323) 546 4610,B,buyer_GC,LA
1061828,BEN-PAC CONSTRUCTION INC,Alameda,HAYWARD,94541,(925) 848 7869,B,buyer_GC,SF_BAY
1061838,ABS PLASTERING INC,San Mateo,SAN MATEO,94401,(650) 245 3482,C35,partner,SF_BAY
1061867,QUANTUM CONSTRUCTION & DESIGN,Los Angeles,LOS ANGELES,90043,(562) 743 8849,B,buyer_GC,LA
1061885,MUNOZ PAINTING,Los Angeles,SAN FERNANDO,91340,(818) 469 1439,C33,partner,LA
1061889,D E S BUILDING SERVICES,Los Angeles,HUNTINGTON PARK,90255,(323) 580 9348,B,buyer_GC,LA
1061893,ERRIS CONSTRUCTION LLC,San Mateo,DALY CITY,94015,(415) 717 7383,B|C10|C35,buyer_GC+partner,SF_BAY
1061894,ALMIGHTY CONSTRUCTION SERVICES,Los Angeles,LAKEWOOD,90712,(562) 508 6840,B,buyer_GC,LA
1061901,YIREH PAINTING INC,Los Angeles,GARDENA,90247,(310) 713 2791,C33,partner,LA
1061915,REN-MAR CONSTRUCTION INC,Los Angeles,TORRANCE,90505,(858) 395 1517,B,buyer_GC,LA
1061916,EAGLE TILE & STONE CORP,Los Angeles,LA VERNE,91750,(909) 545 1396,C54,partner,LA
1061917,CENTURY SERVICE PROS INC,San Mateo,SAN MATEO,94401,(650) 678 2961,B,buyer_GC,SF_BAY
1061932,JUNDA CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94116,(415) 513 9301,B,buyer_GC,SF_BAY
1061938,LEVIN CONSTRUCTION,Los Angeles,CALABASAS,91302,(805) 869 2269,B,buyer_GC,LA
1061942,QUALITY ROOFING SPECIALISTS,Los Angeles,WOODLAND HILLS,91364,(310) 340 1643,B|C33|C39,buyer_GC+partner,LA
1061949,HAMERKOP CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94112,(415) 706 1910,B,buyer_GC,SF_BAY
1061956,EHA CONSTRUCTION,Los Angeles,LOS ANGELES,90066,(323) 205 5725,B,buyer_GC,LA
1061967,DTAG INC,Los Angeles,SHERMAN OAKS,91423,(818) 590 8122,B,buyer_GC,LA
1061969,MANCILLAS PAINTING INC,Los Angeles,PACOIMA,91331,(213) 278 6861,C33,partner,LA
1061970,GRACELAND REMODELING INC,Los Angeles,ENCINO,91436,(818) 847 7141,B|C15|C33|D06,buyer_GC+partner,LA
1061985,SEGORO AND ASSOCIATES,Los Angeles,ARCADIA,91006,(626) 226 6445,A|B,buyer_GC,LA
1061989,ALEXIS GARCIA,Los Angeles,ARLETA,91331,(818) 517 3220,C54,partner,LA
1062015,XSPACE BUILDERS INC,San Francisco,SAN FRANCISCO,94134,(415) 597 6299,B,buyer_GC,SF_BAY
1062031,CHAJ CONSTRUCTION,Los Angeles,LOS ANGELES,90019,(213) 804 5652,B,buyer_GC,LA
1062049,APEX BUILDING DEVELOPMENT CORP,Los Angeles,SAN DIMAS,91773,(626) 620 6522,B,buyer_GC,LA
1062050,SHALC GC INC,Los Angeles,WALNUT,91789,(909) 594 9500,A|B,buyer_GC,LA
1062061,SMART ECO GROUP INC DBA ECO GENERAL CONTRACTORS,Los Angeles,SUN VALLEY,91352,(818) 610 1777,B,buyer_GC,LA
1062065,RELIABLE HOME DESIGN INC,Los Angeles,ENCINO,91316,(818) 749 4178,B,buyer_GC,LA
1062084,ARIEL GROUP INC,Los Angeles,TARZANA,91356,(310) 923 6082,B,buyer_GC,LA
1062092,ARROYO GEOSCIENCE INC,Los Angeles,LOS ANGELES,90039,(818) 967 5977,A|B|HAZ,buyer_GC,LA
1062095,Q & QQ CONSTRUCTION INC,San Mateo,S SAN FRANCISCO,94080,(415) 316 9766,B,buyer_GC,SF_BAY
1062096,O S I CONSTRUCTION,Los Angeles,WOODLAND HILLS,91367,(818) 610 7683,B,buyer_GC,LA
1062098,FARZIN NASSIR,Los Angeles,LOS ANGELES,90046,(310) 487 3334,B|C17,buyer_GC,LA
1062105,RH PAINTING,Los Angeles,SANTA CLARITA,91321,(661) 607 8114,C33,partner,LA
1062111,NEW VISION CONSTRUCTION,Alameda,HAYWARD,94541,(510) 689 9469,B,buyer_GC,SF_BAY
1062122,ANGEL SALAS-ROMERO,Los Angeles,LOS ANGELES,90037,(213) 618 2530,B,buyer_GC,LA
1062123,ABS FIDELITY BUILDER INC,Los Angeles,CITY OF INDUSTRY,91748,(323) 300 6630,B|C10,buyer_GC,LA
1062125,JIANCAI CONSTRUCTION,San Francisco,SAN FRANCISCO,94112,(415) 533 2928,B,buyer_GC,SF_BAY
1062136,OUTDOOR SHADE CONCEPTS,Los Angeles,CERRITOS,90703,(562) 355 2252,B|D03,buyer_GC,LA
1062147,TENOCH COUNTERTOPS/TILE,Alameda,HAYWARD,94544,(510) 610 7973,C54,partner,SF_BAY
1062190,B Q M CONSTRUCTION,Los Angeles,WOODLAND HILLS,91367,(818) 471 8111,B,buyer_GC,LA
1062198,CARMEL CREEK CONSTRUCTION INC,Los Angeles,LOS ANGELES,90007,(310) 880 2134,B,buyer_GC,LA
1062201,CHERRY CONSTRUCTION,Los Angeles,TORRANCE,90503,(310) 292 0870,B,buyer_GC,LA
1062203,HAYASA CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94127,(415) 290 3986,B,buyer_GC,SF_BAY
1062214,AMANA CONSTRUCTION COMPANY,Los Angeles,VAN NUYS,91405,(818) 437 1287,B,buyer_GC,LA
1062221,RAAKEL REAL ESTATE,Los Angeles,SANTA MONICA,90403,(818) 648 7465,B,buyer_GC,LA
1062227,KOTOV CONSTRUCTION INC,Los Angeles,WEST HILLS,91307,(818) 808 7697,B,buyer_GC,LA
1062248,YOURSTONEWORK INC DBA YOURTILEQUARTZWORK,Los Angeles,SOUTH GATE,90280,(323) 718 0674,C54,partner,LA
1062258,BIJAN ALIREZA SHAHMORADI,Los Angeles,BEVERLY HILLS,90211,(310) 659 9961,B,buyer_GC,LA
1062264,YELLOWWOOD CONSTRUCTION,Los Angeles,LONG BEACH,90807,(310) 633 4189,B,buyer_GC,LA
1062285,GREEN MOVEMENT CONSTRUCTION INC,Los Angeles,ENCINO,91316,(818) 577 0230,B,buyer_GC,LA
1062320,HRG FLOORING INC,Los Angeles,LANCASTER,93535,(323) 627 8680,C15,partner,LA
1062326,TOMAS MERCADO,Los Angeles,PALMDALE,93552,(818) 424 4047,C54,partner,LA
1062329,J P PAINTING,Alameda,NEWARK,94560,(415) 813 7035,C33,partner,SF_BAY
1062339,SKYTECH CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94112,(415) 483 5566,B|C10|C36,buyer_GC,SF_BAY
1062377,A & C PLASTERING SPECIALIST INC,Los Angeles,COVINA,91724,(626) 639 9108,C35,partner,LA
1062386,ARES BUILDING & RESTORATION,Los Angeles,CULVER CITY,90230,(213) 800 2017,B,buyer_GC,LA
1062387,QIXIAN CONSTRUCTION COMPANY,San Mateo,DALY CITY,94015,(415) 518 9296,B,buyer_GC,SF_BAY
1062409,ROBLES TILE,Los Angeles,PASADENA,91107,(626) 290 9901,C54,partner,LA
1062414,E & S CONSTRUCTION,Los Angeles,NORTH HILLS,91343,(818) 205 6334,B,buyer_GC,LA
1062425,N C P GENERAL CONTRACTING INC,San Francisco,SAN FRANCISCO,94134,(415) 760 3194,B,buyer_GC,SF_BAY
1062428,K-TOP CONSTRUCTION INC,Los Angeles,LOS ANGELES,90006,(213) 270 3618,B,buyer_GC,LA
1062430,FINLEY CONSTRUCTION,Los Angeles,WOODLAND HILLS,91367,(308) 249 1053,B,buyer_GC,LA
1062447,E D INSTALLATION INC,Los Angeles,WEST HILLS,91304,(818) 730 2672,B,buyer_GC,LA
1062448,ABOVE THE REST PAINTING INC,Los Angeles,MONROVIA,91016,(626) 221 2508,C33,partner,LA
1062457,WYNMOOR CONSTRUCTION INC,Los Angeles,ROSEMEAD,91770,(626) 780 5812,B,buyer_GC,LA
1062463,LMR PAINTING,Los Angeles,LOS ANGELES,90019,(323) 595 1559,C33,partner,LA
1062470,DETAILY INC,Los Angeles,LOS ANGELES,90049,(424) 261 2255,B,buyer_GC,LA
1062474,CALIFORNIA CONSTRUCTION GROUP INC,Los Angeles,REDONDO BEACH,90278,(714) 992 4600,B|C-9,buyer_GC,LA
1062482,PAC CONSTRUCTION GROUP INC,Los Angeles,EL MONTE,91732,(626) 636 7611,B,buyer_GC,LA
1062494,O G BUILDERS INC,Los Angeles,PALMDALE,93550,(818) 935 3257,B,buyer_GC,LA
1062501,5 STAR CONSTRUCTION,Los Angeles,GARDENA,90247,(213) 273 4454,B,buyer_GC,LA
1062505,LMO BUILDERS INC,Los Angeles,SYLMAR,91342,(818) 517 0638,B,buyer_GC,LA
1062544,DAVIT SAHAKYAN,Los Angeles,PALMDALE,93551,(818) 485 7860,B|D28,buyer_GC,LA
1062548,ADL CONSTRUCTION & CONSULTING INC,Los Angeles,LA MIRADA,90638,(818) 264 9692,B,buyer_GC,LA
1062550,SAAD'S CONSTRUCTION,Los Angeles,PASADENA,91104,(909) 631 1363,B,buyer_GC,LA
1062568,JSH BUILDERS INC,Los Angeles,REDONDO BEACH,90278,(310) 874 7416,B,buyer_GC,LA
1062569,ARIA CONSTRUCTION,Los Angeles,SANTA MONICA,90404,(310) 909 6120,B,buyer_GC,LA
1062582,ONLY BRIDGE INC DBA JDS DISPLAY,Los Angeles,COMMERCE,90040,,B,buyer_GC,LA
1062621,B7 CONSTRUCTION GROUP INC,Los Angeles,SANTA CLARITA,91387,(310) 993 1561,B,buyer_GC,LA
1062626,HEROS HAGOPIAN,Los Angeles,GLENDALE,91201,(818) 389 5472,B,buyer_GC,LA
1062627,BLUE CAT CONSTRUCTION,Los Angeles,SANTA MONICA,90405,(310) 420 0324,B,buyer_GC,LA
1062628,LOS ANGELES DEVELOPMENT CONSULTANTS INC,Los Angeles,LOS ANGELES,90001,(323) 828 5844,A|B,buyer_GC,LA
1062645,Z N Y CONSTRUCTION,Los Angeles,ARCADIA,91006,(626) 461 2416,B,buyer_GC,LA
1062664,TAKO STUDIOS LLC,San Francisco,SAN FRANCISCO,94107,(415) 573 8943,B,buyer_GC,SF_BAY
1062665,ALDIN DALLOS,Alameda,PLEASANTON,94588,(925) 819 1757,B,buyer_GC,SF_BAY
1062679,ANDERSEN CONSTRUCTION,Los Angeles,PASADENA,91105,(626) 376 3554,B,buyer_GC,LA
1062684,MARTINEZ BUILDERS CO,Los Angeles,WHITTIER,90606,(213) 820 0696,B,buyer_GC,LA
1062687,24 HOUR HANDYMAN AND CONTRACTOR,Los Angeles,LONG BEACH,90804,(714) 955 7907,B,buyer_GC,LA
1062692,REXFORD MANAGEMENT GROUP,Los Angeles,LOS ANGELES,90035,(310) 430 2244,B|C36,buyer_GC,LA
1062717,G M BUILDING AND CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94115,(415) 238 7392,B|C36,buyer_GC,SF_BAY
1062741,JOEY BUILDERS INC,Los Angeles,LONG BEACH,90802,(562) 647 3275,B,buyer_GC,LA
1062767,GARRETT DESIGN BUILD,Los Angeles,GLENDORA,91741,(626) 390 4755,B,buyer_GC,LA
1062785,AMAZING DESIGNS TILE INC,Alameda,HAYWARD,94541,(408) 690 7046,C54,partner,SF_BAY
1062791,CH SUPPLY INC,Los Angeles,ROSEMEAD,91770,(626) 288 9983,A|B|C10|C20|C36|C38,buyer_GC,LA
1062794,MARCO TANG,Los Angeles,ARCADIA,91006,(626) 975 0610,B,buyer_GC,LA
1062795,GUTHCORP INC,Los Angeles,PALOS VERDES ESTATES,90274,(805) 440 8875,B,buyer_GC,LA
1062808,V F B A JOINT VENTURE,Los Angeles,TARZANA,91356,(818) 881 8810,A|B|C43|C51,buyer_GC,LA
1062810,THE SHED SHOP,Alameda,HAYWARD,94545,(510) 791 7433,B|C10,buyer_GC,SF_BAY
1062827,JOSE DIAZ,Los Angeles,COMPTON,90221,(310) 920 7266,B,buyer_GC,LA
1062838,EASTSIDE PAINTING,Los Angeles,LOS ANGELES,90065,(323) 459 5382,C33,partner,LA
1062842,VICTOR SANDOVAL,Los Angeles,PACOIMA,91331,(818) 287 5373,C33,partner,LA
1062863,DABL- RR BUILDERS INC,San Francisco,SAN FRANCISCO,94110,(415) 601 7909,B,buyer_GC,SF_BAY
1062867,HAO WU,Alameda,HAYWARD,94541,(650) 868 7766,B,buyer_GC,SF_BAY
1062882,PACIFIC LANDSCAPING & CONSTRUCTION CO INC DBA PACIFIC CONSTRUCTIO,Los Angeles,ARCADIA,91006,(626) 475 7373,B,buyer_GC,LA
1062886,ESCOBEDO RESTORATION,Los Angeles,WINNETKA,91306,(818) 914 4422,B,buyer_GC,LA
1062887,PYRAMID CONSTRUCTION,Los Angeles,WOODLAND HILLS,91364,(818) 497 3119,B|C15,buyer_GC+partner,LA
1062897,ZALDANA CONTRACTORS INC,Los Angeles,NORTH HILLS,91343,(818) 523 6849,B,buyer_GC,LA
1062905,THE CONSTRUCTION DOCTOR INC,Los Angeles,LOS ANGELES,90063,(213) 706 3454,B,buyer_GC,LA
1062948,PLATINUM HOME BUILDERS INC,Alameda,OAKLAND,94621,(415) 261 8130,B,buyer_GC,SF_BAY
1062949,EASTERN CONSTRUCTION & DEVELOPMENT INC,Los Angeles,ARCADIA,91007,(626) 643 9418,B,buyer_GC,LA
1062950,ALAN LUNG WONG,Los Angeles,WALNUT,91789,(626) 715 2828,B,buyer_GC,LA
1062951,PRO YS CONSTRUCTION INC,Los Angeles,BEVERLY HILLS,90211,(213) 305 1179,B|C39,buyer_GC,LA
1062961,LIO JAMES CONSTRUCTION INC,Los Angeles,TARZANA,91356,(310) 980 5860,B,buyer_GC,LA
1062967,LOS ANGELES CONCRETE AND FRAMING CO,Los Angeles,VAN NUYS,91406,(805) 716 3397,B|C-8|C12|C21|D30|HAZ,buyer_GC,LA
1062976,WISE BUILDERS CONSTRUCTION AND DESIGN,Los Angeles,LOS ANGELES,90048,(310) 613 5480,B,buyer_GC,LA
1062978,EDGAR AYALA,Los Angeles,LOS ANGELES,90039,(626) 260 8947,A|B,buyer_GC,LA
1062994,TRIPLE A&R CONSTRUCTION CORPORATION,Los Angeles,WEST COVINA,91791,(626) 764 2879,B,buyer_GC,LA
1062995,FAYNSOD CONSTRUCTION COMPANY INC,Los Angeles,INGLEWOOD,90301,(310) 680 1110,B,buyer_GC,LA
1063001,CALIFORNIA CONSTRUCTION DREAM,Los Angeles,GLENDORA,91740,(626) 484 9887,B,buyer_GC,LA
